	experiment_config	language	language_family	african_proverb	label	Output Type	predict	morpheme_breaks
90143	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ndũkaũmange sua ĩtanathũa.	Do not judge before the end.	figurative_translate	Do not initiate conflict before understanding the full situation.	ndũkaũmang-e sua ĩtanathũ-a
90144	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Nzũũ syaema ũsyaa syaisye sua yĩĩ ĩvyũ mũno	Failure breeds weak excuses.	figurative_translate	People who share a common origin or background should support each other rather than competing destructively, since excessive rivalry among those who are fundamentally connected harms everyone involved.	nz-ũũ syaem-a ũ-sya-a syaisy-e sua yĩĩ ĩv-yũ mũn-o
90145	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Sua yoomya ũkatho ngoow’a nĩ mbua	Harm can be repaired by care.	figurative_translate	The consequences of one's actions eventually return to affect them, regardless of how far they may try to distance themselves from responsibility.	sua yoomy-a ũkatho ngoow a nĩ mbu-a
90146	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Syathama thaano, itũngawa nĩ mbua.	Conditions determine movement.	figurative_translate	Those who depend on others' possessions cannot make independent decisions about them.	syatham-a tha-ano itũngaw-a nĩ mbu-a
90147	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Syatwaawa nĩ ũseve itũngawa nĩ ndutani	Losses can return through change.	figurative_translate	Actions are judged by their outcomes, not by their apparent ease or the little effort they seem to require.	syatwaaw-a nĩ ũsev-e itũngaw-a nĩ ndutan-i
90148	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Sua ĩyetelaa Mũsili	Time overrides authority.	figurative_translate	A fool or evil person leads others into danger or trouble unchecked.	sua ĩyetela-a mũsil-i
90149	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Wamanthĩa suanĩ ĩĩa munyĩnĩ	Effort earns comfort.	figurative_translate	People who work together can accomplish more than individuals working alone.	wamanthĩ-a suanĩ ĩĩa munyĩnĩ
90150	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mũumbĩ ndwathawa kĩĩma.	Ukungu hauonyeshwi mlima.	figurative_translate	"The Creator is not forced by a stone.

A person should not let circumstances or obstacles dictate their actions or destiny."	mũumbĩ ndwatha-wa kĩ-ĩm-a
90151	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	No syĩĩma itakomanaa.	Milima pekee haikutani.	figurative_translate	People who share a common origin or nature will inevitably connect or recognize each other, regardless of circumstances or distance.	no syĩĩm-a itakomana-a
90152	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Vai kĩĩma kĩsinda ĩnyũũ nzeve	Hakuna kilima chenye hewa kuliko pua.	figurative_translate	People who are overly sensitive to minor issues will inevitably encounter more significant problems because their excessive reactions create unnecessary complications.	vai kĩ-ĩm-a kĩ-sind-a ĩnyũũ nzev-e
90153	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Vayĩ kĩĩma kĩkĩlĩtye kĩngĩ makanza	Hakuna mlima ulio na mijusi zaidi kuliko mwingine.	figurative_translate	A single problem, when left unresolved, will inevitably lead to additional problems over time.	vay-ĩ kĩ-ĩm-a kĩkĩlĩty-e kĩngĩ makanz-a
90154	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Vayĩ kalĩma katalĩsĩka	No challenge is impossible to overcome.	figurative_translate	When someone has the ability to cause harm or take advantage, they are not easily dismissed or ignored.	vay-ĩ ka-lĩm-a katalĩsĩk-a
90155	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ve syĩĩma syĩ mbevo.	Appearances can conceal incompatibility.	figurative_translate	The best opportunities are often hidden or not immediately obvious, requiring patience and discernment to recognize their true value.	ve syĩĩm-a syĩ mbevo
90156	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kĩlaa kũmwe kwĩ ngongo	Acting blindly invites danger.	figurative_translate	One person cannot be in two places at once; individuals have inherent limitations and cannot fulfill multiple roles or responsibilities simultaneously.	kĩ-laa kũmwe kwĩ ng-ongo
90157	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kĩkalo kya nthĩ kĩnene kyeteelasya mwene mbuta	Delay and idleness invite loss.	figurative_translate	Those who hold significant power or authority bear the greatest responsibility and accountability for their actions.	kĩkal-o kya nth-ĩ kĩnen-e kyeteelasy-a mw-en-e mbuta
90158	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kya nthĩ kiĩ mwene.	Opportunity belongs to the one who acts.	figurative_translate	One must take responsibility for their own actions and their consequences.	kya nth-ĩ kiĩ mw-en-e
90159	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũsĩ ũatĩaa kyanda.	Youth follow established examples.	figurative_translate	People who are alike in their faults or deficiencies tend to associate with or be drawn to each other.	ũsĩ ũatĩa-a ky-and-a
90160	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũsĩ ũtũlĩlaa vala vavũthũ	Blame falls on the vulnerable.	figurative_translate	One should focus on the most serious or pressing problems first, addressing critical matters before attending to less important ones.	ũsĩ ũtũlĩla-a va-la vavũthũ
90161	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mũtũa kĩthamanĩ kya ũsĩ esaa ũtwaawa nĩ ũsĩ	Risky foundations lead to ruin.	figurative_translate	A person who is in the company of witchcraft will eventually be accused of witchcraft.	mũt-ũa kĩthamanĩ kya ũsĩ esaa ũtwaaw-a nĩ ũsĩ
90162	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mũingi wa ũsĩ ndathanaa	Uncertainty limits authority.	figurative_translate	The accumulation of lies does not create truth.	mũ-ingi wa ũsĩ ndathana-a
90163	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kasĩla kakaa konekaa mũthenya sua yaĩte	Future failure shows early signs.	figurative_translate	A person's true character becomes apparent when they face difficult circumstances.	ka-sĩl-a kak-aa koneka-a mũtheny-a sua ya-ĩte
90164	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Myũnthĩ ĩthwĩwe nĩ kũkya	Time advances regardless of delay.	figurative_translate	The day is determined by how it dawns.	myũnthĩ ĩthwĩw-e nĩ kũ-kya
90165	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Wĩsĩ kenda ndwaa kũmĩa	Partial knowledge is weakness.	figurative_translate	Knowledge that is not shared does not benefit anyone.	wĩsĩ kenda ndwa-a kũm-ĩa
90166	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Waĩĩ kenda nũkũmĩe.	Let outcomes reach completion.	figurative_translate	Wisdom comes from many sources of learning, not from a single origin.	wa-ĩĩ kenda nũkũmĩ-e
90167	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ndunia nĩkeũkaa.	Conditions are not permanent.	figurative_translate	The world can change; circumstances are not permanent.	ndunia nĩkeũka-a
90168	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mwaka ti mũng’ong’oo	Hardship has an endpoint.	figurative_translate	New situations require new approaches; what worked in one context may not apply to another.	mw-ak-a ti mũng ong oo
90169	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kĩvindu kya ũtukũ kĩsanasya na kaũndũ kaula i mbiti.	Danger thrives in obscurity.	figurative_translate	Those who think they are clever often overlook what is obvious to others.	kĩvind-u kya ũtukũ kĩ-sanasy-a na ka-ũndũ ka-ula i mb-iti
90170	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kĩwe kya ũtukũ nokyo kya mũthenya	Hidden acts surface eventually.	figurative_translate	What belongs to the night belongs to the day.	kĩ-we kya ũtukũ nok-yo kya mũtheny-a
90171	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kũtingwa ũtukũ ũtakesaa	Hardship is temporary.	figurative_translate	Being forbidden to walk at night does not prevent the dawn from coming.	kũtingw-a ũtukũ ũtakesa-a
90172	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mũthi na ũtukũ esaa kũthi mũthenya.	Secret habits become public.	figurative_translate	One should not expect immediate results from actions taken; outcomes require time to manifest.	mũth-i na ũtukũ esaa kũth-i mũtheny-a
90173	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mũthi na ũtukũ ndathelaa malanga	Risky behavior has costs.	figurative_translate	A single day does not determine the outcome of an entire journey; circumstances fluctuate and should not be judged by isolated moments.	mũth-i na ũtukũ ndathela-a malang-a
90174	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũtukũ ndũtumaa nzele.	Timing determines success.	figurative_translate	One should not make important decisions or take significant actions when one lacks full awareness or understanding of a situation.	ũtukũ ndũtuma-a nz-el-e
90175	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũtukũ nĩ mwaasa ũthamaa na ngovi.	Major changes occur quietly.	figurative_translate	People who genuinely love and care for each other do not need material displays or public gestures to prove their bond; their commitment is demonstrated through consistent, quiet actions in ordinary moments.	ũtukũ nĩ mwa-asa ũthama-a na ngov-i
90176	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũtukũ ndũkalaatawa nĩ kwĩng’utha	Time cannot be forced.	figurative_translate	One's nighttime distress is not resolved by morning anticipation alone.	ũtukũ ndũkalaataw-a nĩ kwĩng uth-a
90177	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũtukũ wĩ matũ na nyũmba nĩ ngunga	Private speech can be overheard.	figurative_translate	When resources are abundant and conditions are favorable, one should take advantage of the opportunity to accomplish what needs to be done, because such favorable circumstances may not last indefinitely.	ũtukũ wĩ mat-ũ na nyũmb-a nĩ ngung-a
90178	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mũeni akomaa kũla kũtakomawa	Outsiders lack comfort.	figurative_translate	People tend to settle where they are not truly welcome or belong.	mũ-eni akom-aa kũ-la kũtakomaw-a
90179	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Vatakomwa vakomeawa nduka	Poor conditions force compromises.	figurative_translate	People who are mistreated together develop a shared understanding of their suffering.	vatakomw-a vakomeaw-a ndu-ka
90180	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kathima kala kaluĩlasya nĩ kaiyĩĩawa	Value attracts protection.	figurative_translate	A person who causes trouble for others will eventually face consequences themselves.	kath-im-a ka-la ka-luĩlasy-a nĩ ka-iyĩĩaw-a
90181	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kĩthima kĩnaema mbiti kĩitonyeka nĩ ngũũe	Tasks exceed weaker capacity.	figurative_translate	One should not judge a situation by its initial appearance, as the true nature of circumstances is only revealed through deeper examination.	kĩth-im-a kĩnaem-a mb-iti kĩitonyek-a nĩ ngũũ-e
90182	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kĩla ũkĩa mũthenya kĩkakwĩthĩa nyũmba ũtukũ	Avoidance intensifies desire.	figurative_translate	People who show hostility during the day will eventually reveal their true destructive nature when conditions become favorable for them to act on it.	kĩ-la ũk-ĩa mũtheny-a kĩkakwĩthĩ-a nyũmb-a ũtukũ
90183	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mwĩw’a ũthuasya ũla ũtonyetwe.	Only the sufferer truly feels the pain.	figurative_translate	The one who is helped has become visible.	mwĩ-w a ũthuasy-a ũla ũtonyetw-e
90184	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũkambonia kũũ kũte mwĩw’a	Do not complain without cause.	figurative_translate	You cannot force someone to accept help or guidance they do not want.	ũkamboni-a kũũ kũt-e mwĩ-w a
90185	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũla mũtine nĩ mwĩw’a nĩwe wĩsĩ vala ve kĩsemei.	Need reveals the right solution.	figurative_translate	The person who has not traveled believes their own home is the best place in the world.	ũla mũt-in-e nĩ mwĩ-w a nĩ-we wĩsĩ va-la ve kĩseme-i
90186	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ũtee wa nthongo vayaa nyeki nziũ.	Resources attract people and opportunity.	figurative_translate	People who are responsible for solving problems should be the ones who address them directly, rather than delegating to others who lack the proper authority or understanding.	ũt-ee wa nth-ongo vay-aa nyek-i nzi-ũ
90187	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Vayĩ mwando mũvĩte nĩ sua	Every process involves hardship.	figurative_translate	A prolonged delay or unresolved situation is caused by an unavoidable requirement or essential condition.	vay-ĩ mwand-o mũ-vĩt-e nĩ sua
90188	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Vayĩ ndia ĩtang’alw’a nĩ sua	Strength fades with time.	figurative_translate	One does not need to see the sun to know that food has been cooked.	vay-ĩ ndi-a ĩtang alw a nĩ sua
90189	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Anakavĩte ta ĩlaa ya mũutĩ.	Idealized beauty is praised beyond reality.	figurative_translate	One who has been wronged will eventually retaliate when the opportunity arises.	anakavĩt-e ta ĩl-aa ya mũutĩ
90190	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Avaĩĩ kĩtathe vayũaa ndathe	Traits recur across generations.	figurative_translate	Those who produce poison will eventually encounter its effects.	avaĩĩ kĩtath-e vayũa-a ndath-e
90191	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ĩlaa ya ngwatyo yaĩlaa mũthenya ũmwe.	Borrowed success does not last.	figurative_translate	If a patient person can become angry in a single day, then patience has its limits and even mild-tempered people have breaking points.	ĩl-aa ya ngwat-yo ya-ĩla-a mũtheny-a ũmwe
90192	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kamanyĩa kũlĩsa mĩtĩ ĩla mĩnene tũla tũnini kaimanyaa kũlĩsa.	Habits shape future choices.	figurative_translate	Those who have greater resources or abilities can accomplish what those with lesser resources cannot.	kamanyĩ-a kũlĩs-a mĩtĩ ĩla mĩnen-e tũ-la tũnin-i ka-imanya-a kũlĩs-a
90193	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kĩlaa kyumaa nzĩ na mĩw’a ya ky	Character develops early.	figurative_translate	It is unwise to pursue something one lacks the capacity to obtain or sustain.	kĩ-laa ky-uma-a nzĩ na mĩw a ya ky
90194	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kaumaa nthĩ na ũtwii wako.	Some traits are innate.	figurative_translate	One must take responsibility for their own mistakes rather than blaming external circumstances.	ka-umaa nth-ĩ na ũtw-ii wa-ko
90195	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ĩtũlika ya mũtĩ yoveyawa na ũngĩ.	Problems are solved with similar means.	figurative_translate	A small amount of benefit can be found even in something generally considered undesirable.	ĩtũlik-a ya mũt-ĩ yoveyaw-a na ũngĩ
90196	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kakuthu kaneyũmba kaiaa wĩvitho ũmĩwa	Established systems attract dependents.	figurative_translate	Small amounts of effort made consistently lead to significant accumulation over time.	ka-kuth-u kaneyũmb-a kai-aa wĩvitho ũmĩw-a
90197	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ndũkavũthĩĩsye kakuthu kwaa matũ	Hidden value or danger should not be dismissed.	figurative_translate	Do not discourage someone from seeking help elsewhere when you are unwilling or unable to assist them yourself.	ndũkavũthĩĩsy-e ka-kuth-u kwa-a mat-ũ
90198	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Kĩkoe kĩ mboka	A substitute can be as valuable as the original.	figurative_translate	The community is more important than the individual.	kĩko-e kĩ mb-oka
90199	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Ndũkaakĩĩe kĩtheka kũthunga.	Appearances can be misleading.	figurative_translate	One should not prioritize amusement over responsibility.	ndũkaakĩĩ-e kĩth-ek-a kũthung-a
90200	kimi-k2-gen-eng-fig-Kenya	kamba	bantu	Mũndũ wa syamata ona akesĩla yalatanĩ syiilea ũmũkwata.	Habits follow a person everywhere.	figurative_translate	A person who desires something will find a way to obtain it, regardless of the obstacles or impropriety involved.	mũndũ wa syamat-a ona akesĩl-a yalatanĩ syiile-a ũmũkwat-a
